city,country,continent,population,year,transport_mode,modal_share_pct,avg_trip_km,daily_trips,emission_factor_co2_kg_per_pkm,emission_factor_nox_kg_per_pkm,emission_factor_pm10_kg_per_pkm,energy_intensity_MJ_per_pkm
Hanoi,Vietnam,Asia,8000000,2016,Bus,17.752,10.4,4,0.090712,0.0011981,0.00011979,1.03591
Hanoi,Vietnam,Asia,8000000,2016,Rail,3.937,14.77,4,0.024376,8.77E-06,1.73E-06,0.17864
Hanoi,Vietnam,Asia,8000000,2016,Bicycle,3.907,5.18,4,0,0,0,0
Hanoi,Vietnam,Asia,8000000,2016,Walk,3.011,2.53,4,0,0,0,0
Hanoi,Vietnam,Asia,8000000,2017,Car,18.457,11.5,2,0.190975,0.00040031,5.89E-05,2.4953
Hanoi,Vietnam,Asia,8000000,2017,Motorcycle,39.655,8.14,2,0.111514,0.00078557,8.69E-05,1.539
Hanoi,Vietnam,Asia,8000000,2017,ElectricCar,3.66,13.44,2,0.03024,1.20E-05,2.83E-06,0.32435
Hanoi,Vietnam,Asia,8000000,2017,ElectricBike,9.728,6.78,2,0.004828,1.71E-06,4.85E-07,0.04474
Hanoi,Vietnam,Asia,8000000,2017,Bus,17.658,10.23,2,0.092651,0.00112157,0.000111729,1.0661
Hanoi,Vietnam,Asia,8000000,2017,Rail,3.945,13.71,2,0.024774,7.90E-06,1.80E-06,0.17393
Hanoi,Vietnam,Asia,8000000,2017,Bicycle,3.952,5.05,2,0,0,0,0
Hanoi,Vietnam,Asia,8000000,2017,Walk,2.944,2.26,2,0,0,0,0
Hanoi,Vietnam,Asia,8000000,2018,Car,17.349,12.17,4,0.186731,0.00043873,5.73E-05,2.52276
Hanoi,Vietnam,Asia,8000000,2018,Motorcycle,39.655,8.23,4,0.106867,0.00077063,7.54E-05,1.58377
Hanoi,Vietnam,Asia,8000000,2018,ElectricCar,3.845,13.46,4,0.030435,1.06E-05,2.77E-06,0.31751
Hanoi,Vietnam,Asia,8000000,2018,ElectricBike,11.837,6.75,4,0.004666,1.58E-06,4.15E-07,0.04445
Hanoi,Vietnam,Asia,8000000,2018,Bus,16.742,10.67,4,0.081998,0.00109914,0.000111312,1.15555
Hanoi,Vietnam,Asia,8000000,2018,Rail,3.964,13.56,4,0.022616,8.05E-06,1.65E-06,0.18448
Hanoi,Vietnam,Asia,8000000,2018,Bicycle,3.857,5.36,4,0,0,0,0
Hanoi,Vietnam,Asia,8000000,2018,Walk,2.751,2.42,4,0,0,0,0
Hanoi,Vietnam,Asia,8000000,2019,Car,16.796,11.92,3,0.191555,0.00040779,5.43E-05,2.34496
Hanoi,Vietnam,Asia,8000000,2019,Motorcycle,40.975,7.46,3,0.109864,0.00064847,8.37E-05,1.4985
Hanoi,Vietnam,Asia,8000000,2019,ElectricCar,4.035,13.61,3,0.027572,1.02E-05,2.56E-06,0.30812
Hanoi,Vietnam,Asia,8000000,2019,ElectricBike,10.315,7.02,3,0.004378,1.67E-06,4.42E-07,0.04412
Hanoi,Vietnam,Asia,8000000,2019,Bus,17.27,10.3,3,0.087625,0.00114606,0.000117189,1.03311
Hanoi,Vietnam,Asia,8000000,2019,Rail,3.972,13.73,3,0.02242,8.39E-06,1.67E-06,0.16415
Hanoi,Vietnam,Asia,8000000,2019,Bicycle,3.717,5.06,3,0,0,0,0
Hanoi,Vietnam,Asia,8000000,2019,Walk,2.92,2.48,3,0,0,0,0
Hanoi,Vietnam,Asia,8000000,2020,Car,18.094,12.02,3,0.182251,0.00041837,5.76E-05,2.42139
Hanoi,Vietnam,Asia,8000000,2020,Motorcycle,36.36,8.78,3,0.106042,0.00079261,8.04E-05,1.50015
Hanoi,Vietnam,Asia,8000000,2020,ElectricCar,4.736,13.79,3,0.028505,1.15E-05,2.78E-06,0.28949
Hanoi,Vietnam,Asia,8000000,2020,ElectricBike,13.107,6.85,3,0.004486,1.62E-06,3.84E-07,0.04587
Hanoi,Vietnam,Asia,8000000,2020,Bus,16.96,10.32,3,0.084372,0.00117228,0.000116938,1.0954
Hanoi,Vietnam,Asia,8000000,2020,Rail,3.76,15.06,3,0.024063,7.88E-06,1.59E-06,0.17404
Hanoi,Vietnam,Asia,8000000,2020,Bicycle,4.128,4.92,3,0,0,0,0
Hanoi,Vietnam,Asia,8000000,2020,Walk,2.856,2.36,3,0,0,0,0
Hanoi,Vietnam,Asia,8000000,2021,Car,16.996,12.42,3,0.181168,0.00039845,5.48E-05,2.53121
Hanoi,Vietnam,Asia,8000000,2021,Motorcycle,36.656,8.27,3,0.104746,0.00067388,7.97E-05,1.49533
Hanoi,Vietnam,Asia,8000000,2021,ElectricCar,4.862,13.77,3,0.029321,1.04E-05,2.43E-06,0.30832
Hanoi,Vietnam,Asia,8000000,2021,ElectricBike,14.112,7.29,3,0.004053,1.53E-06,4.38E-07,0.04409
Hanoi,Vietnam,Asia,8000000,2021,Bus,17.371,9.49,3,0.081097,0.00094355,0.000102663,1.01886
Hanoi,Vietnam,Asia,8000000,2021,Rail,3.807,13.58,3,0.02168,7.96E-06,1.67E-06,0.16255
Hanoi,Vietnam,Asia,8000000,2021,Bicycle,3.652,4.99,3,0,0,0,0
Hanoi,Vietnam,Asia,8000000,2021,Walk,2.544,2.54,3,0,0,0,0
Hanoi,Vietnam,Asia,8000000,2022,Car,16.338,12.03,2,0.185316,0.00042096,5.27E-05,2.31413
Hanoi,Vietnam,Asia,8000000,2022,Motorcycle,35.709,7.91,2,0.100879,0.00071762,8.07E-05,1.42713
Hanoi,Vietnam,Asia,8000000,2022,ElectricCar,5.795,12.85,2,0.02806,1.04E-05,2.52E-06,0.3179
Hanoi,Vietnam,Asia,8000000,2022,ElectricBike,14.414,7.49,2,0.004171,1.63E-06,3.93E-07,0.04135
Hanoi,Vietnam,Asia,8000000,2022,Bus,17.532,11.07,2,0.083038,0.00095501,9.73E-05,0.95289
Hanoi,Vietnam,Asia,8000000,2022,Rail,3.671,14.74,2,0.02299,7.91E-06,1.57E-06,0.16889
Hanoi,Vietnam,Asia,8000000,2022,Bicycle,3.775,5,2,0,0,0,0
Hanoi,Vietnam,Asia,8000000,2022,Walk,2.766,2.19,2,0,0,0,0
Hanoi,Vietnam,Asia,8000000,2023,Car,17.536,12.81,2,0.178353,0.00039218,5.39E-05,2.28347
Hanoi,Vietnam,Asia,8000000,2023,Motorcycle,34.072,8.75,2,0.101397,0.00072526,8.00E-05,1.39668
Hanoi,Vietnam,Asia,8000000,2023,ElectricCar,5.452,12.84,2,0.028376,1.11E-05,2.27E-06,0.3161
Hanoi,Vietnam,Asia,8000000,2023,ElectricBike,16.224,7.1,2,0.004149,1.37E-06,4.46E-07,0.04308
Hanoi,Vietnam,Asia,8000000,2023,Bus,16.556,9.5,2,0.082625,0.00109892,9.72E-05,1.05319
Hanoi,Vietnam,Asia,8000000,2023,Rail,3.629,13.32,2,0.022083,8.19E-06,1.50E-06,0.17385
Hanoi,Vietnam,Asia,8000000,2023,Bicycle,3.674,4.79,2,0,0,0,0
Hanoi,Vietnam,Asia,8000000,2023,Walk,2.857,2.42,2,0,0,0,0
Hanoi,Vietnam,Asia,8000000,2024,Car,15.673,11.95,2,0.173693,0.00038645,5.10E-05,2.30048
Hanoi,Vietnam,Asia,8000000,2024,Motorcycle,35.744,8.01,2,0.10195,0.00070546,7.56E-05,1.40263
Hanoi,Vietnam,Asia,8000000,2024,ElectricCar,5.321,12.61,2,0.028724,1.01E-05,2.53E-06,0.29774
Hanoi,Vietnam,Asia,8000000,2024,ElectricBike,17.643,6.52,2,0.004217,1.42E-06,4.15E-07,0.04272
Hanoi,Vietnam,Asia,8000000,2024,Bus,15.409,10.31,2,0.081096,0.00101475,0.000102906,1.02229
Hanoi,Vietnam,Asia,8000000,2024,Rail,3.596,14.38,2,0.021527,7.38E-06,1.54E-06,0.16606
Hanoi,Vietnam,Asia,8000000,2024,Bicycle,3.689,4.74,2,0,0,0,0
Hanoi,Vietnam,Asia,8000000,2024,Walk,2.925,2.36,2,0,0,0,0
Ho Chi Minh,Vietnam,Asia,9000000,2015,Car,21.278,11.38,3,0.191717,0.00043994,6.30E-05,2.51125
Ho Chi Minh,Vietnam,Asia,9000000,2015,Motorcycle,40.379,7.98,3,0.116772,0.00079911,9.05E-05,1.61187
Ho Chi Minh,Vietnam,Asia,9000000,2015,ElectricCar,2.025,12.76,3,0.032375,1.17E-05,2.81E-06,0.34093
Ho Chi Minh,Vietnam,Asia,9000000,2015,ElectricBike,6.329,7.11,3,0.004859,1.78E-06,4.84E-07,0.04935
Ho Chi Minh,Vietnam,Asia,9000000,2015,Bus,17.508,10.71,3,0.088795,0.00117306,0.000115302,1.12473
Ho Chi Minh,Vietnam,Asia,9000000,2015,Rail,3.047,13.87,3,0.024271,9.18E-06,1.81E-06,0.17945
Ho Chi Minh,Vietnam,Asia,9000000,2015,Bicycle,5.36,5.11,3,0,0,0,0
Ho Chi Minh,Vietnam,Asia,9000000,2015,Walk,4.075,2.52,3,0,0,0,0
Ho Chi Minh,Vietnam,Asia,9000000,2016,Car,20.686,12.73,2,0.187795,0.00041693,5.52E-05,2.09938
Ho Chi Minh,Vietnam,Asia,9000000,2016,Motorcycle,42.478,7.53,2,0.115756,0.00070834,7.97E-05,1.64764
Ho Chi Minh,Vietnam,Asia,9000000,2016,ElectricCar,2.297,12.44,2,0.030922,1.14E-05,2.76E-06,0.34221
Ho Chi Minh,Vietnam,Asia,9000000,2016,ElectricBike,6.535,7.08,2,0.004949,1.77E-06,5.04E-07,0.04969
Ho Chi Minh,Vietnam,Asia,9000000,2016,Bus,15.749,9.66,2,0.083924,0.00119087,0.000118912,1.01196
Ho Chi Minh,Vietnam,Asia,9000000,2016,Rail,2.932,13.99,2,0.025371,9.10E-06,1.78E-06,0.16635
Ho Chi Minh,Vietnam,Asia,9000000,2016,Bicycle,5.339,4.94,2,0,0,0,0
Ho Chi Minh,Vietnam,Asia,9000000,2016,Walk,3.985,2.42,2,0,0,0,0
Ho Chi Minh,Vietnam,Asia,9000000,2017,Car,20.485,10.71,4,0.186214,0.0004476,5.29E-05,2.54114
Ho Chi Minh,Vietnam,Asia,9000000,2017,Motorcycle,41.835,8.5,4,0.106399,0.00078746,8.94E-05,1.56877
Ho Chi Minh,Vietnam,Asia,9000000,2017,ElectricCar,2.429,12.31,4,0.030829,1.20E-05,3.08E-06,0.31438
Ho Chi Minh,Vietnam,Asia,9000000,2017,ElectricBike,7.053,7.58,4,0.004746,1.77E-06,4.69E-07,0.0473
Ho Chi Minh,Vietnam,Asia,9000000,2017,Bus,16.134,9.45,4,0.090185,0.00118125,0.000108591,1.00948
Ho Chi Minh,Vietnam,Asia,9000000,2017,Rail,2.897,14.31,4,0.022505,8.08E-06,1.82E-06,0.17615
Ho Chi Minh,Vietnam,Asia,9000000,2017,Bicycle,4.962,4.97,4,0,0,0,0
Ho Chi Minh,Vietnam,Asia,9000000,2017,Walk,4.205,2.35,4,0,0,0,0
Ho Chi Minh,Vietnam,Asia,9000000,2018,Car,19.373,11.1,2,0.191579,0.0004159,5.76E-05,2.47502
Ho Chi Minh,Vietnam,Asia,9000000,2018,Motorcycle,42.363,8.36,2,0.113029,0.00072707,9.01E-05,1.65711
Ho Chi Minh,Vietnam,Asia,9000000,2018,ElectricCar,2.781,12.89,2,0.030159,1.13E-05,3.08E-06,0.32019
Ho Chi Minh,Vietnam,Asia,9000000,2018,ElectricBike,7.992,6.68,2,0.004582,1.67E-06,4.97E-07,0.04747
Ho Chi Minh,Vietnam,Asia,9000000,2018,Bus,16.029,10.56,2,0.082975,0.00110245,0.000130652,1.11418
Ho Chi Minh,Vietnam,Asia,9000000,2018,Rail,2.988,14.45,2,0.025911,8.23E-06,1.70E-06,0.16942
Ho Chi Minh,Vietnam,Asia,9000000,2018,Bicycle,4.727,5.48,2,0,0,0,0
Ho Chi Minh,Vietnam,Asia,9000000,2018,Walk,3.747,2.36,2,0,0,0,0
Ho Chi Minh,Vietnam,Asia,9000000,2019,Car,18.902,11.79,3,0.18175,0.00042204,5.59E-05,2.38422
Ho Chi Minh,Vietnam,Asia,9000000,2019,Motorcycle,40.72,7.84,3,0.104695,0.00072559,9.44E-05,1.55789
Ho Chi Minh,Vietnam,Asia,9000000,2019,ElectricCar,3.026,13.3,3,0.030212,1.10E-05,2.83E-06,0.30738
Ho Chi Minh,Vietnam,Asia,9000000,2019,ElectricBike,9.348,7.35,3,0.004745,1.73E-06,4.43E-07,0.04774
Ho Chi Minh,Vietnam,Asia,9000000,2019,Bus,16.344,10.15,3,0.085959,0.00118398,0.000104716,1.03857
Ho Chi Minh,Vietnam,Asia,9000000,2019,Rail,3.054,13.49,3,0.02391,8.10E-06,1.63E-06,0.17463
Ho Chi Minh,Vietnam,Asia,9000000,2019,Bicycle,4.909,5.13,3,0,0,0,0
Ho Chi Minh,Vietnam,Asia,9000000,2019,Walk,3.697,2.48,3,0,0,0,0
Ho Chi Minh,Vietnam,Asia,9000000,2020,Car,18.871,12.91,4,0.180759,0.00043463,5.40E-05,2.53704
Ho Chi Minh,Vietnam,Asia,9000000,2020,Motorcycle,39.156,8.19,4,0.116088,0.00073135,7.63E-05,1.51922
Ho Chi Minh,Vietnam,Asia,9000000,2020,ElectricCar,3.3,12.81,4,0.028262,1.08E-05,2.54E-06,0.31813
Ho Chi Minh,Vietnam,Asia,9000000,2020,ElectricBike,10.18,6.66,4,0.004282,1.72E-06,4.65E-07,0.04498
Ho Chi Minh,Vietnam,Asia,9000000,2020,Bus,16.734,10.4,4,0.084879,0.000976,0.000103292,1.12234
Ho Chi Minh,Vietnam,Asia,9000000,2020,Rail,3.008,14.48,4,0.023012,8.40E-06,1.57E-06,0.16481
Ho Chi Minh,Vietnam,Asia,9000000,2020,Bicycle,4.834,5.31,4,0,0,0,0
Ho Chi Minh,Vietnam,Asia,9000000,2020,Walk,3.917,2.41,4,0,0,0,0
Ho Chi Minh,Vietnam,Asia,9000000,2021,Car,17.254,11.53,2,0.175736,0.00039827,5.02E-05,2.36018
Ho Chi Minh,Vietnam,Asia,9000000,2021,Motorcycle,43.223,8.42,2,0.108731,0.00075679,7.99E-05,1.49363
Ho Chi Minh,Vietnam,Asia,9000000,2021,ElectricCar,3.289,13.45,2,0.029553,1.04E-05,2.55E-06,0.29345
Ho Chi Minh,Vietnam,Asia,9000000,2021,ElectricBike,10.466,7.29,2,0.004581,1.67E-06,3.72E-07,0.04392
Ho Chi Minh,Vietnam,Asia,9000000,2021,Bus,15.332,10.87,2,0.079731,0.00108355,0.000100763,0.99867
Ho Chi Minh,Vietnam,Asia,9000000,2021,Rail,2.633,13.87,2,0.021786,8.07E-06,1.65E-06,0.16883
Ho Chi Minh,Vietnam,Asia,9000000,2021,Bicycle,4.086,4.74,2,0,0,0,0
Ho Chi Minh,Vietnam,Asia,9000000,2021,Walk,3.717,2.33,2,0,0,0,0
Ho Chi Minh,Vietnam,Asia,9000000,2022,Car,17.158,12.88,3,0.167404,0.00039351,4.65E-05,2.27204
Ho Chi Minh,Vietnam,Asia,9000000,2022,Motorcycle,42.52,8.24,3,0.101944,0.00067902,7.85E-05,1.41581
Ho Chi Minh,Vietnam,Asia,9000000,2022,ElectricCar,3.591,13.47,3,0.028683,1.09E-05,2.57E-06,0.31678
Ho Chi Minh,Vietnam,Asia,9000000,2022,ElectricBike,10.976,6.72,3,0.004248,1.60E-06,4.04E-07,0.04308
Ho Chi Minh,Vietnam,Asia,9000000,2022,Bus,14.755,10.68,3,0.076104,0.0010052,0.000107428,0.99759
Ho Chi Minh,Vietnam,Asia,9000000,2022,Rail,2.654,14.74,3,0.020515,7.54E-06,1.59E-06,0.17648
Ho Chi Minh,Vietnam,Asia,9000000,2022,Bicycle,4.735,5.15,3,0,0,0,0
Ho Chi Minh,Vietnam,Asia,9000000,2022,Walk,3.61,2.4,3,0,0,0,0
Ho Chi Minh,Vietnam,Asia,9000000,2023,Car,18.543,12.45,4,0.175392,0.00040517,4.92E-05,2.1977
Ho Chi Minh,Vietnam,Asia,9000000,2023,Motorcycle,42.278,8.38,4,0.097952,0.00066984,7.02E-05,1.43088
Ho Chi Minh,Vietnam,Asia,9000000,2023,ElectricCar,3.553,12.43,4,0.028121,1.07E-05,2.35E-06,0.29406
Ho Chi Minh,Vietnam,Asia,9000000,2023,ElectricBike,11.998,6.88,4,0.004235,1.45E-06,4.39E-07,0.04376
Ho Chi Minh,Vietnam,Asia,9000000,2023,Bus,13.174,8.92,4,0.078193,0.00103832,0.000112958,1.07407
Ho Chi Minh,Vietnam,Asia,9000000,2023,Rail,2.504,14.24,4,0.022477,6.99E-06,1.57E-06,0.16501
Ho Chi Minh,Vietnam,Asia,9000000,2023,Bicycle,4.236,5.1,4,0,0,0,0
Ho Chi Minh,Vietnam,Asia,9000000,2023,Walk,3.714,2.32,4,0,0,0,0
Ho Chi Minh,Vietnam,Asia,9000000,2024,Car,18.425,12.68,4,0.177092,0.00035644,4.50E-05,2.2651
Ho Chi Minh,Vietnam,Asia,9000000,2024,Motorcycle,41.918,7.77,4,0.10042,0.00069485,7.76E-05,1.44959
Ho Chi Minh,Vietnam,Asia,9000000,2024,ElectricCar,3.405,13.27,4,0.030155,1.04E-05,2.41E-06,0.31648
Ho Chi Minh,Vietnam,Asia,9000000,2024,ElectricBike,11.329,7.01,4,0.003979,1.47E-06,3.83E-07,0.0424
Ho Chi Minh,Vietnam,Asia,9000000,2024,Bus,14.363,9.82,4,0.080297,0.00100866,0.000103515,0.99395
Ho Chi Minh,Vietnam,Asia,9000000,2024,Rail,2.761,13.83,4,0.02274,7.58E-06,1.55E-06,0.16789
Ho Chi Minh,Vietnam,Asia,9000000,2024,Bicycle,4.249,4.88,4,0,0,0,0
Ho Chi Minh,Vietnam,Asia,9000000,2024,Walk,3.549,2.45,4,0,0,0,0
Manila,Philippines,Asia,14000000,2015,Car,21.223,13.23,4,0.193619,0.0004349,6.42E-05,2.4956
Manila,Philippines,Asia,14000000,2015,Motorcycle,18.34,8.02,4,0.111565,0.00083121,9.50E-05,1.47675
Manila,Philippines,Asia,14000000,2015,ElectricCar,1.79,14.13,4,0.03601,1.19E-05,3.20E-06,0.36349
Manila,Philippines,Asia,14000000,2015,ElectricBike,3.095,7.49,4,0.005252,1.78E-06,5.20E-07,0.05379
Manila,Philippines,Asia,14000000,2015,Bus,39.141,10.24,4,0.090471,0.00127083,0.00011837,1.07036
Manila,Philippines,Asia,14000000,2015,Rail,7.638,13.36,4,0.024786,9.77E-06,1.86E-06,0.19478
Manila,Philippines,Asia,14000000,2015,Bicycle,2.93,5.2,4,0,0,0,0
Manila,Philippines,Asia,14000000,2015,Walk,5.842,2.56,4,0,0,0,0
Manila,Philippines,Asia,14000000,2016,Car,20.591,12.57,2,0.189151,0.00046619,6.55E-05,2.50502
Manila,Philippines,Asia,14000000,2016,Motorcycle,17.777,8.26,2,0.108951,0.00077482,9.00E-05,1.57127
Manila,Philippines,Asia,14000000,2016,ElectricCar,2.409,13.78,2,0.03542,1.30E-05,3.27E-06,0.34992
Manila,Philippines,Asia,14000000,2016,ElectricBike,3.392,7.38,2,0.005042,1.73E-06,5.13E-07,0.05117
Manila,Philippines,Asia,14000000,2016,Bus,39.286,9.76,2,0.08955,0.00121046,0.00011157,1.11184
Manila,Philippines,Asia,14000000,2016,Rail,7.474,14.6,2,0.027029,9.93E-06,2.02E-06,0.20989
Manila,Philippines,Asia,14000000,2016,Bicycle,2.993,5.32,2,0,0,0,0
Manila,Philippines,Asia,14000000,2016,Walk,6.077,2.53,2,0,0,0,0
Manila,Philippines,Asia,14000000,2017,Car,21.468,12.08,4,0.175908,0.00044807,5.66E-05,2.4259
Manila,Philippines,Asia,14000000,2017,Motorcycle,18.663,8.18,4,0.115868,0.00076,8.39E-05,1.51894
Manila,Philippines,Asia,14000000,2017,ElectricCar,2.498,13.21,4,0.033402,1.26E-05,3.19E-06,0.32549
Manila,Philippines,Asia,14000000,2017,ElectricBike,3.954,7.24,4,0.005199,1.74E-06,4.45E-07,0.05137
Manila,Philippines,Asia,14000000,2017,Bus,36.863,10.44,4,0.084266,0.00117179,0.000122926,1.0947
Manila,Philippines,Asia,14000000,2017,Rail,7.776,14.59,4,0.027021,8.56E-06,1.88E-06,0.19489
Manila,Philippines,Asia,14000000,2017,Bicycle,2.957,5.3,4,0,0,0,0
Manila,Philippines,Asia,14000000,2017,Walk,5.821,2.53,4,0,0,0,0
Manila,Philippines,Asia,14000000,2018,Car,21.296,13.19,2,0.180125,0.00046724,5.75E-05,2.48378
Manila,Philippines,Asia,14000000,2018,Motorcycle,17.55,8.02,2,0.107129,0.00076413,9.21E-05,1.52792
Manila,Philippines,Asia,14000000,2018,ElectricCar,2.55,12.43,2,0.035078,1.19E-05,3.02E-06,0.37121
Manila,Philippines,Asia,14000000,2018,ElectricBike,4.168,7.13,2,0.005241,1.63E-06,5.07E-07,0.05383
Manila,Philippines,Asia,14000000,2018,Bus,36.786,9.91,2,0.086097,0.00111169,0.000104959,1.07981
Manila,Philippines,Asia,14000000,2018,Rail,8.228,14.36,2,0.025607,9.55E-06,1.89E-06,0.18778
Manila,Philippines,Asia,14000000,2018,Bicycle,2.875,5.39,2,0,0,0,0
Manila,Philippines,Asia,14000000,2018,Walk,6.546,2.53,2,0,0,0,0
Manila,Philippines,Asia,14000000,2019,Car,22.008,11.42,4,0.185175,0.00042678,5.45E-05,2.29395
Manila,Philippines,Asia,14000000,2019,Motorcycle,17.017,8.49,4,0.107668,0.00078886,9.51E-05,1.51368
Manila,Philippines,Asia,14000000,2019,ElectricCar,2.72,13.26,4,0.033933,1.28E-05,2.80E-06,0.33016
Manila,Philippines,Asia,14000000,2019,ElectricBike,4.731,7.25,4,0.004938,1.73E-06,4.56E-07,0.0484
Manila,Philippines,Asia,14000000,2019,Bus,37.753,10.26,4,0.086231,0.00113611,0.000100506,1.05994
Manila,Philippines,Asia,14000000,2019,Rail,7.678,14.19,4,0.024223,9.51E-06,1.74E-06,0.17806
Manila,Philippines,Asia,14000000,2019,Bicycle,2.813,5.17,4,0,0,0,0
Manila,Philippines,Asia,14000000,2019,Walk,5.279,2.65,4,0,0,0,0
Manila,Philippines,Asia,14000000,2020,Car,20.603,12.65,2,0.181576,0.00044014,4.97E-05,2.41424
Manila,Philippines,Asia,14000000,2020,Motorcycle,18.906,8.06,2,0.09653,0.00076221,8.70E-05,1.47362
Manila,Philippines,Asia,14000000,2020,ElectricCar,3.06,12.67,2,0.03211,1.27E-05,3.10E-06,0.33788
Manila,Philippines,Asia,14000000,2020,ElectricBike,4.918,6.96,2,0.004649,1.80E-06,4.61E-07,0.04831
Manila,Philippines,Asia,14000000,2020,Bus,36.19,10.48,2,0.081296,0.00120058,0.000110678,1.02034
Manila,Philippines,Asia,14000000,2020,Rail,7.706,14.74,2,0.024268,9.32E-06,1.87E-06,0.18061
Manila,Philippines,Asia,14000000,2020,Bicycle,2.964,5.19,2,0,0,0,0
Manila,Philippines,Asia,14000000,2020,Walk,5.653,2.8,2,0,0,0,0
Manila,Philippines,Asia,14000000,2021,Car,21.366,12.1,4,0.171425,0.00046192,4.96E-05,2.29282
Manila,Philippines,Asia,14000000,2021,Motorcycle,18.229,8.41,4,0.10788,0.00065042,7.64E-05,1.56315
Manila,Philippines,Asia,14000000,2021,ElectricCar,3.414,12.71,4,0.033133,1.15E-05,2.83E-06,0.3316
Manila,Philippines,Asia,14000000,2021,ElectricBike,5.467,7.12,4,0.005031,1.60E-06,4.74E-07,0.04921
Manila,Philippines,Asia,14000000,2021,Bus,34.262,9.56,4,0.080808,0.00103771,9.96E-05,1.01103
Manila,Philippines,Asia,14000000,2021,Rail,7.489,14.06,4,0.024617,8.69E-06,1.76E-06,0.18006
Manila,Philippines,Asia,14000000,2021,Bicycle,3.041,4.76,4,0,0,0,0
Manila,Philippines,Asia,14000000,2021,Walk,6.732,2.53,4,0,0,0,0
Manila,Philippines,Asia,14000000,2022,Car,21.169,11.95,3,0.170063,0.00039595,4.02E-05,2.25129
Manila,Philippines,Asia,14000000,2022,Motorcycle,16.262,9.23,3,0.097874,0.00069358,7.10E-05,1.57856
Manila,Philippines,Asia,14000000,2022,ElectricCar,3.61,13.8,3,0.031998,1.21E-05,2.68E-06,0.33322
Manila,Philippines,Asia,14000000,2022,ElectricBike,5.844,7.43,3,0.004795,1.73E-06,4.48E-07,0.04855
Manila,Philippines,Asia,14000000,2022,Bus,38.271,9.84,3,0.082587,0.0010294,0.000101047,1.01877
Manila,Philippines,Asia,14000000,2022,Rail,6.812,14.15,3,0.023477,8.90E-06,1.63E-06,0.18811
Manila,Philippines,Asia,14000000,2022,Bicycle,2.643,5.31,3,0,0,0,0
Manila,Philippines,Asia,14000000,2022,Walk,5.389,2.45,3,0,0,0,0
Manila,Philippines,Asia,14000000,2023,Car,20.951,11.96,4,0.169917,0.00039522,4.49E-05,2.09497
Manila,Philippines,Asia,14000000,2023,Motorcycle,16.254,8.29,4,0.103675,0.00068026,7.80E-05,1.54238
Manila,Philippines,Asia,14000000,2023,ElectricCar,3.625,14.01,4,0.031603,1.06E-05,2.60E-06,0.34004
Manila,Philippines,Asia,14000000,2023,ElectricBike,6.236,7.43,4,0.0048,1.59E-06,4.38E-07,0.04807
Manila,Philippines,Asia,14000000,2023,Bus,35.506,11.25,4,0.079624,0.00110601,0.000100434,0.99053
Manila,Philippines,Asia,14000000,2023,Rail,8.173,14.83,4,0.023363,8.10E-06,1.56E-06,0.1824
Manila,Philippines,Asia,14000000,2023,Bicycle,3.301,5.12,4,0,0,0,0
Manila,Philippines,Asia,14000000,2023,Walk,5.953,2.75,4,0,0,0,0
Manila,Philippines,Asia,14000000,2024,Car,19.832,12.48,2,0.16308,0.00038392,4.99E-05,2.13301
Manila,Philippines,Asia,14000000,2024,Motorcycle,15.838,8.19,2,0.102334,0.00071362,7.28E-05,1.45009
Manila,Philippines,Asia,14000000,2024,ElectricCar,3.876,12.67,2,0.031286,1.15E-05,2.83E-06,0.33794
Manila,Philippines,Asia,14000000,2024,ElectricBike,6.75,7.42,2,0.004935,1.61E-06,3.92E-07,0.04723
Manila,Philippines,Asia,14000000,2024,Bus,38.682,10.41,2,0.079876,0.00101221,9.79E-05,0.94352
Manila,Philippines,Asia,14000000,2024,Rail,7.194,13.79,2,0.023955,9.16E-06,1.66E-06,0.17934
Manila,Philippines,Asia,14000000,2024,Bicycle,2.638,5.27,2,0,0,0,0
Manila,Philippines,Asia,14000000,2024,Walk,5.19,2.51,2,0,0,0,0
Kuala Lumpur,Malaysia,Asia,8200000,2015,Car,48.077,12.43,3,0.193229,0.00046965,6.19E-05,2.35396
Kuala Lumpur,Malaysia,Asia,8200000,2015,Motorcycle,7.941,8.36,3,0.107552,0.00071345,9.36E-05,1.67063
Kuala Lumpur,Malaysia,Asia,8200000,2015,ElectricCar,4.991,13.9,3,0.03462,1.27E-05,2.89E-06,0.33207
Kuala Lumpur,Malaysia,Asia,8200000,2015,ElectricBike,2.947,6.66,3,0.005108,1.87E-06,5.03E-07,0.04646
Kuala Lumpur,Malaysia,Asia,8200000,2015,Bus,16.241,10.01,3,0.083136,0.00118849,0.000117235,1.08846
Kuala Lumpur,Malaysia,Asia,8200000,2015,Rail,12.24,13.66,3,0.024981,9.35E-06,2.06E-06,0.17735
Kuala Lumpur,Malaysia,Asia,8200000,2015,Bicycle,3.762,5.22,3,0,0,0,0
Kuala Lumpur,Malaysia,Asia,8200000,2015,Walk,3.802,2.4,3,0,0,0,0
Kuala Lumpur,Malaysia,Asia,8200000,2016,Car,47.325,11.34,4,0.192524,0.00045619,5.27E-05,2.53663
Kuala Lumpur,Malaysia,Asia,8200000,2016,Motorcycle,8.258,8.33,4,0.118547,0.00083317,8.93E-05,1.61045
